tweet_avatar,tweet_id,url,query,text,username,fullname,timestamp,language,in_reply_to,replies,retweets,quotes,images,likes,banner_image,total_tweets,num_following,num_followers,total_likes,tweet_links,tweet_hashtags,tweet_mentions
https://pbs.twimg.com/profile_images/1434706565378895875/f-mAmVpg_400x400.jpg,1715287661144137772,https://twitter.com/Newstagar/status/1715287661144137772,https://twitter.com/search?q=suku%20bunga%20include%3Anativeretweets%20since%3A2023-10-19&src=typed_query,"Dampak Kebijakan The Fed terhadap Suku Bunga Simpanan Valuta Asing, LPS Pastikan Likuiditas Valas Masih Terjaga beritaperbankan.id/dampak-ke…",@Newstagar,Newstagar.com,2023-10-20 08:43:00+00:00,,[],0,0,0,[],0,,,,,,['https://beritaperbankan.id/dampak-kebijakan-the-fed-terhadap-suku-bunga-simpanan-valuta-asing-lps-pastikan-likuiditas-valas-masih-terjaga/'],[],[]
https://pbs.twimg.com/profile_images/1607997932867039233/Pl6uctsI_400x400.jpg,1715287631037071843,https://twitter.com/IDNTimes/status/1715287631037071843,https://twitter.com/search?q=suku%20bunga%20include%3Anativeretweets%20since%3A2023-10-19&src=typed_query,"The Fed Diproyeksikan Naikkan Suku Bunga Lagi, Dampaknya? idntimes.com/business/econom…",@IDNTimes,IDN Times,2023-10-20 08:43:00+00:00,,[],0,0,0,[],0,,,,,,['https://www.idntimes.com/business/economy/triyan-pangastuti/the-fed-diproyeksikan-naikkan-suku-bunga-lagi-dampaknya?utm_source=twitter&utm_medium=twitter&utm_campaign=dlvr.it'],[],[]
https://pbs.twimg.com/profile_images/1680386431565590528/BbaYdO1t_400x400.jpg,1715285284198486362,https://twitter.com/baebbybl/status/1715285284198486362,https://twitter.com/search?q=suku%20bunga%20include%3Anativeretweets%20since%3A2023-10-19&src=typed_query,omg suku bunga katanya naik.. harga emas dan kpr floating jg pd naik. smgt gen z yg idupnya masi panjang,@baebbybl,c,2023-10-20 08:34:00+00:00,,[],0,0,0,[],1,,,,,,[],[],[]
https://pbs.twimg.com/profile_images/1707980682394513409/2E7TjupW_400x400.jpg,1715282889024381306,https://twitter.com/illuzoire/status/1715282889024381306,https://twitter.com/search?q=suku%20bunga%20include%3Anativeretweets%20since%3A2023-10-19&src=typed_query,"@kring_pajak admin, kalo telat bayar pph 21 masa sept th 21, itu kena bunga pasal 9 (2a). Tapi kok saya hitung manual angkanya tidak match ya? Cara perhitungannya ambil bunga yg sep 21 kan? Bukan pake yg suku bunga acuan +5%/12 itu kan ya?",@illuzoire,april,2023-10-20 08:24:00+00:00,,[],0,0,0,[],0,,,,,,[],[],['kring_pajak']
https://pbs.twimg.com/profile_images/434104345026523137/mF25HTK9_400x400.jpeg,1714915703252471913,https://twitter.com/desmondwira/status/1714915703252471913,https://twitter.com/search?q=suku%20bunga%20include%3Anativeretweets%20since%3A2023-10-19&src=typed_query,"BI menaikkan suku bunga

IHSG merah membara

Cuaca panas luar biasa

Lengkap sudah deritaku sebagai investor saham di bursa",@desmondwira,Desmond Wira,2023-10-19 08:05:00+00:00,,[],19,40,8,[],125,,,,,,[],[],[]
https://pbs.twimg.com/profile_images/1268802866568806401/nqL8otRC_400x400.jpg,1715275858930524391,https://twitter.com/cnbcindonesia/status/1715275858930524391,https://twitter.com/search?q=suku%20bunga%20include%3Anativeretweets%20since%3A2023-10-19&src=typed_query,"Suku Bunga Kian Tinggi, Pasar Modal Andalkan Investor Ritel

cnbcindonesia.com/mymoney/20…",@cnbcindonesia,CNBC Indonesia,2023-10-20 07:56:00+00:00,,[],0,0,0,[],0,,,,,,['https://www.cnbcindonesia.com/mymoney/20231020140108-74-482301/suku-bunga-kian-tinggi-pasar-modal-andalkan-investor-ritel'],[],[]
https://pbs.twimg.com/profile_images/1646530430999592963/tfAn9q8I_400x400.jpg,1715275598619128144,https://twitter.com/Rico_Kurniawan/status/1715275598619128144,https://twitter.com/search?q=suku%20bunga%20include%3Anativeretweets%20since%3A2023-10-19&src=typed_query,"Ketua Federal Reserve Jerome Powell menyarankan kenaikan imbal hasil Treasury jangka panjang dapat memungkinkan bank sentral untuk menunda kenaikan suku bunga bersejarah selama kemajuan inflasi baru-baru ini terus berlanjut.
 
Pernyataan Powell pada pida… ift.tt/YnhJlK9",@Rico_Kurniawan,Rico Crypto,2023-10-20 07:55:00+00:00,,[],0,0,0,[],0,,,,,,['https://ift.tt/YnhJlK9'],[],[]
https://pbs.twimg.com/profile_images/1247988211760037888/g3jnk3Si_400x400.jpg,1715267396536279189,https://twitter.com/rahadyan999/status/1715267396536279189,https://twitter.com/search?q=suku%20bunga%20include%3Anativeretweets%20since%3A2023-10-19&src=typed_query,Gara2 BI naikin Suku Bunga ya?,@rahadyan999,Pemburu Landscape,2023-10-20 07:23:00+00:00,,['@Saham_fess'],0,0,0,[],0,,,,,,[],[],[]
https://pbs.twimg.com/profile_images/1183925444472524800/mHdCddV2_400x400.jpg,1715267254009688527,https://twitter.com/Bankdata4/status/1715267254009688527,https://twitter.com/search?q=suku%20bunga%20include%3Anativeretweets%20since%3A2023-10-19&src=typed_query,"Terimbas Perlambatan Ekonomi Global dan Geopolitik Memanas, BI Naikkan Suku Bunga Acuan Jadi 6% duniaindustri.com/terimbas-p…",@Bankdata4,Bankdata,2023-10-20 07:22:00+00:00,,[],0,0,0,['https://pbs.twimg.com/media/F83aeVjboAAWCXl.jpg?format=jpg&name=medium'],0,,,,,,['https://duniaindustri.com/terimbas-perlambatan-ekonomi-global-dan-geopolitik-memanas-bi-naikkan-suku-bunga-acuan-jadi-6/'],[],[]
https://pbs.twimg.com/profile_images/942310176656318464/mJZzZEwS_400x400.jpg,1715264910672941392,https://twitter.com/duasae/status/1715264910672941392,https://twitter.com/search?q=suku%20bunga%20include%3Anativeretweets%20since%3A2023-10-19&src=typed_query,"Liat suku bunga KPR di sono, FLPP menyeringai, KPR reguler dengan ""bunga 9% fix 3 tahun lalu floating"" tertawa terbahak-bahak.",@duasae,Gilang,2023-10-20 07:13:00+00:00,,[],0,0,0,[],0,,,,,,[],[],[]
